zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
1008,42.18428,-72.95203000000002,Blandford,MA,Massachusetts,1,,1197,9.1,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1009,42.209720000000004,-72.33971,Bondsville,MA,Massachusetts,1,,249,352.1,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1010,42.12863,-72.20624000000002,Brimfield,MA,Massachusetts,1,,3739,40.1,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1011,42.29653,-72.95969000000002,Chester,MA,Massachusetts,1,,1448,16.7,25013,Hampden,"{'25013': 86.35, '25015': 13.65}",Hampden|Hampshire,25013|25015,False,0,America/New_York
1012,42.38698,-72.84631999999998,Chesterfield,MA,Massachusetts,1,,560,19.5,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1013,42.1595,-72.60824000000002,Chicopee,MA,Massachusetts,1,,23065,1589.6,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1020,42.17637,-72.56537,Chicopee,MA,Massachusetts,1,,30097,914.6,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1022,42.197309999999995,-72.54267,Chicopee,MA,Massachusetts,1,,2499,198.3,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1026,42.4633,-72.92024,Cummington,MA,Massachusetts,1,,954,15.2,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1027,42.29508,-72.74309000000002,Easthampton,MA,Massachusetts,1,,17848,168.4,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1028,42.05968,-72.49908,East Longmeadow,MA,Massachusetts,1,,16200,469.2,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1029,42.19632,-73.04836,East Otis,MA,Massachusetts,1,,651,19.2,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1030,42.06886,-72.67999,Feeding Hills,MA,Massachusetts,1,,11123,381.2,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1031,42.32933,-72.19821999999998,Gilbertville,MA,Massachusetts,1,,1197,62.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1032,42.45029,-72.81300999999998,Goshen,MA,Massachusetts,1,,533,18.7,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1033,42.26081,-72.50363,Granby,MA,Massachusetts,1,,6333,86.4,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1034,42.08485,-72.95765,Granville,MA,Massachusetts,1,,2179,10.9,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1035,42.35564,-72.56921,Hadley,MA,Massachusetts,1,,5310,87.8,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1036,42.06369,-72.4159,Hampden,MA,Massachusetts,1,,5191,101.3,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1037,42.37011,-72.19771999999998,Hardwick,MA,Massachusetts,1,,798,22.9,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1038,42.3855,-72.60699,Hatfield,MA,Massachusetts,1,,2867,98.4,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1039,42.40629000000001,-72.69362,Haydenville,MA,Massachusetts,1,,1042,39.0,25015,Hampshire,"{'25011': 15.12, '25015': 84.88}",Hampshire|Franklin,25015|25011,False,0,America/New_York
1040,42.212559999999996,-72.64107,Holyoke,MA,Massachusetts,1,,40376,727.5,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1050,42.28784,-72.86986,Huntington,MA,Massachusetts,1,,2422,25.5,25015,Hampshire,"{'25013': 13.83, '25015': 86.17}",Hampshire|Hampden,25015|25013,False,0,America/New_York
1053,42.35348,-72.71161,Leeds,MA,Massachusetts,1,,1702,126.8,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1054,42.47363,-72.48746,Leverett,MA,Massachusetts,1,,1983,31.4,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1056,42.19212,-72.45804,Ludlow,MA,Massachusetts,1,,21336,299.6,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1057,42.09164000000001,-72.32431,Monson,MA,Massachusetts,1,,8745,73.3,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1060,42.32228,-72.63129,Northampton,MA,Massachusetts,1,,15779,540.2,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1062,42.3219,-72.69279,Florence,MA,Massachusetts,1,,10495,237.2,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1063,42.3191,-72.63896,Northampton,MA,Massachusetts,1,,592,4278.5,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1066,42.40763,-72.65481,North Hatfield,MA,Massachusetts,1,,9,34.7,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1068,42.35002,-72.04606,Oakham,MA,Massachusetts,1,,1840,35.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1069,42.18807,-72.30555,Palmer,MA,Massachusetts,1,,8698,116.4,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1070,42.51853,-72.92390999999998,Plainfield,MA,Massachusetts,1,,604,11.8,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1071,42.16035,-72.86,Russell,MA,Massachusetts,1,,1270,39.6,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1072,42.457370000000004,-72.41841,Shutesbury,MA,Massachusetts,1,,1536,28.4,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1073,42.23083,-72.73857,Southampton,MA,Massachusetts,1,,6140,79.4,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1074,42.38661,-72.09427,South Barre,MA,Massachusetts,1,,548,1448.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1075,42.25674,-72.57923000000002,South Hadley,MA,Massachusetts,1,,17763,382.0,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1077,42.05437,-72.77851,Southwick,MA,Massachusetts,1,,9727,119.0,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1079,42.19437,-72.33014,Thorndike,MA,Massachusetts,1,,658,237.5,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1080,42.18206,-72.36564,Three Rivers,MA,Massachusetts,1,,2802,521.9,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1081,42.06234,-72.23094,Wales,MA,Massachusetts,1,,1941,45.2,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1082,42.2948,-72.27776,Ware,MA,Massachusetts,1,,10586,86.4,25015,Hampshire,"{'25015': 95.64, '25027': 4.36}",Hampshire|Worcester,25015|25027,False,0,America/New_York
1083,42.20382,-72.19496,Warren,MA,Massachusetts,1,,2986,70.8,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1084,42.39038,-72.88089000000002,West Chesterfield,MA,Massachusetts,1,,174,7.4,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1085,42.15371,-72.76958,Westfield,MA,Massachusetts,1,,41942,265.9,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1086,42.1304,-72.79397,Westfield,MA,Massachusetts,1,,372,7144.9,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1088,42.3901,-72.6478,West Hatfield,MA,Massachusetts,1,,416,49.8,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1089,42.12534,-72.65026999999998,West Springfield,MA,Massachusetts,1,,28666,655.3,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1092,42.19972,-72.23727,West Warren,MA,Massachusetts,1,,1425,80.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1093,42.43439,-72.65304,Whately,MA,Massachusetts,1,,283,24.9,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1094,42.35945,-72.13847,Wheelwright,MA,Massachusetts,1,,282,118.7,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1095,42.127629999999996,-72.42994,Wilbraham,MA,Massachusetts,1,,14690,245.8,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1096,42.4042,-72.76817,Williamsburg,MA,Massachusetts,1,,2695,27.0,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1097,42.17603,-72.8313,Woronoco,MA,Massachusetts,1,,59,22.9,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1098,42.3946,-72.94242,Worthington,MA,Massachusetts,1,,1196,13.6,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1103,42.104,-72.59204,Springfield,MA,Massachusetts,1,,2389,2080.0,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1104,42.134029999999996,-72.56681,Springfield,MA,Massachusetts,1,,23876,1692.5,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1105,42.09916,-72.57898,Springfield,MA,Massachusetts,1,,11957,3836.5,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1106,42.047909999999995,-72.57176,Longmeadow,MA,Massachusetts,1,,16022,667.1,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1107,42.12129,-72.6055,Springfield,MA,Massachusetts,1,,11582,2974.5,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1108,42.08055,-72.55983,Springfield,MA,Massachusetts,1,,27850,2766.1,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1109,42.11837,-72.54875,Springfield,MA,Massachusetts,1,,29903,2145.9,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1118,42.09476,-72.52534,Springfield,MA,Massachusetts,1,,14980,1511.0,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1119,42.12455,-72.51122,Springfield,MA,Massachusetts,1,,13626,1539.2,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1128,42.094879999999996,-72.48814,Springfield,MA,Massachusetts,1,,2672,911.2,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1129,42.12099,-72.48774,Springfield,MA,Massachusetts,1,,6762,790.8,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1151,42.15294,-72.50877,Indian Orchard,MA,Massachusetts,1,,8807,1417.7,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1199,42.12065,-72.6045,Springfield,MA,Massachusetts,1,,0,0.0,25013,Hampden,{'25013': 0},Hampden,25013,False,0,America/New_York
1201,42.44993,-73.27644000000002,Pittsfield,MA,Massachusetts,1,,44607,339.2,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1220,42.62372,-73.11718,Adams,MA,Massachusetts,1,,8209,135.1,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1222,42.05898,-73.32078,Ashley Falls,MA,Massachusetts,1,,810,96.8,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1223,42.31176,-73.0994,Becket,MA,Massachusetts,1,,2402,12.8,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1224,42.50662,-73.19745999999998,Berkshire,MA,Massachusetts,1,,210,252.6,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1225,42.562670000000004,-73.15484000000002,Cheshire,MA,Massachusetts,1,,3135,47.9,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1226,42.48168,-73.13991999999998,Dalton,MA,Massachusetts,1,,6782,101.7,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1229,42.27799,-73.33204,Glendale,MA,Massachusetts,1,,70,50.0,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1230,42.18476,-73.34368,Great Barrington,MA,Massachusetts,1,,8542,35.6,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1235,42.42975,-73.07240999999998,Hinsdale,MA,Massachusetts,1,,2640,23.4,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1236,42.26658,-73.3767,Housatonic,MA,Massachusetts,1,,1140,121.3,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1237,42.54971,-73.26265,Lanesborough,MA,Massachusetts,1,,2580,15.6,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1238,42.29522,-73.22879,Lee,MA,Massachusetts,1,,5903,67.0,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1240,42.37208,-73.27646,Lenox,MA,Massachusetts,1,,4441,81.9,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1242,42.33328,-73.24920999999998,Lenox Dale,MA,Massachusetts,1,,471,369.1,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1243,42.351459999999996,-73.02322,Middlefield,MA,Massachusetts,1,,257,6.9,25015,Hampshire,{'25015': 100},Hampshire,25015,False,0,America/New_York
1244,42.11608,-73.26271,Mill River,MA,Massachusetts,1,,74,23.8,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1245,42.188179999999996,-73.21891,Monterey,MA,Massachusetts,1,,809,13.6,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1247,42.69546,-73.07996,North Adams,MA,Massachusetts,1,,15573,118.2,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1253,42.21187000000001,-73.11616,Otis,MA,Massachusetts,1,,672,15.4,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1254,42.37982,-73.36545,Richmond,MA,Massachusetts,1,,1014,25.7,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1255,42.10834000000001,-73.1229,Sandisfield,MA,Massachusetts,1,,972,6.8,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1256,42.596270000000004,-73.01957,Savoy,MA,Massachusetts,1,,719,7.5,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1257,42.09701,-73.36886,Sheffield,MA,Massachusetts,1,,2003,22.6,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1258,42.10257,-73.46175,South Egremont,MA,Massachusetts,1,,489,5.6,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1259,42.07553,-73.23564,Southfield,MA,Massachusetts,1,,528,9.7,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1260,42.29587,-73.34517,South Lee,MA,Massachusetts,1,,481,36.9,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1262,42.29354,-73.31770999999998,Stockbridge,MA,Massachusetts,1,,1066,39.7,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1264,42.23409,-73.19903000000002,Tyringham,MA,Massachusetts,1,,196,4.7,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1266,42.30802,-73.38405,West Stockbridge,MA,Massachusetts,1,,1369,21.7,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1267,42.67197,-73.23904,Williamstown,MA,Massachusetts,1,,7955,56.6,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1270,42.514920000000004,-73.04125,Windsor,MA,Massachusetts,1,,770,9.4,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1301,42.62406,-72.60401,Greenfield,MA,Massachusetts,1,,17713,268.1,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1330,42.51377,-72.81395,Ashfield,MA,Massachusetts,1,,1367,17.5,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1331,42.56728,-72.18293,Athol,MA,Massachusetts,1,,13383,96.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1337,42.695029999999996,-72.57711,Bernardston,MA,Massachusetts,1,,2498,26.9,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1338,42.57358,-72.82134,Buckland,MA,Massachusetts,1,,127,20.9,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1339,42.60801,-72.89005999999998,Charlemont,MA,Massachusetts,1,,1428,10.1,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1340,42.68319,-72.71797,Colrain,MA,Massachusetts,1,,1808,15.0,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1341,42.50447,-72.70514,Conway,MA,Massachusetts,1,,1836,19.8,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1342,42.544509999999995,-72.60591,Deerfield,MA,Massachusetts,1,,1439,32.3,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1343,42.65444,-72.9811,Drury,MA,Massachusetts,1,,45,5.9,25003,Berkshire,{'25003': 100},Berkshire,25003,False,0,America/New_York
1344,42.60777,-72.42882,Erving,MA,Massachusetts,1,,1459,42.5,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1346,42.68892,-72.817,Heath,MA,Massachusetts,1,,427,9.6,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1347,42.561370000000004,-72.51694,Lake Pleasant,MA,Massachusetts,1,,175,110.7,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1349,42.57271,-72.48329,Millers Falls,MA,Massachusetts,1,,1292,54.8,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1350,42.72265,-72.98244,Monroe Bridge,MA,Massachusetts,1,,91,4.4,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1351,42.54282,-72.51905,Montague,MA,Massachusetts,1,,2099,41.9,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1354,42.63366,-72.51108,Gill,MA,Massachusetts,1,,1608,42.1,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1355,42.452890000000004,-72.33044,New Salem,MA,Massachusetts,1,,949,7.2,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1360,42.67575,-72.44594000000002,Northfield,MA,Massachusetts,1,,2997,34.2,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1364,42.61292,-72.29241,Orange,MA,Massachusetts,1,,7785,78.4,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1366,42.48054000000001,-72.18777,Petersham,MA,Massachusetts,1,,1269,12.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1367,42.6958,-72.91185,Rowe,MA,Massachusetts,1,,595,7.6,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1368,42.680820000000004,-72.18602,Royalston,MA,Massachusetts,1,,1170,11.6,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1370,42.59655,-72.72864,Shelburne Falls,MA,Massachusetts,1,,4041,31.6,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1373,42.47292,-72.61561999999998,South Deerfield,MA,Massachusetts,1,,4634,73.5,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1375,42.465109999999996,-72.55461,Sunderland,MA,Massachusetts,1,,3659,100.0,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1376,42.59533,-72.55579,Turners Falls,MA,Massachusetts,1,,5123,735.1,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1378,42.6748,-72.34581,Warwick,MA,Massachusetts,1,,773,8.8,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1379,42.55285,-72.40252,Wendell,MA,Massachusetts,1,,830,10.4,25011,Franklin,{'25011': 100},Franklin,25011,False,0,America/New_York
1420,42.58578,-71.81662,Fitchburg,MA,Massachusetts,1,,40737,513.7,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1430,42.66019,-71.92369000000002,Ashburnham,MA,Massachusetts,1,,6253,63.6,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1431,42.676520000000004,-71.82323000000002,Ashby,MA,Massachusetts,1,,3215,50.2,25017,Middlesex,{'25017': 100},Middlesex,25017,False,0,America/New_York
1432,42.56467,-71.57139000000002,Ayer,MA,Massachusetts,1,,7762,323.1,25017,Middlesex,{'25017': 100},Middlesex,25017,False,0,America/New_York
1434,42.53854000000001,-71.6115,Devens,MA,Massachusetts,1,,1875,131.3,25027,Worcester,"{'25017': 18.83, '25027': 81.17}",Worcester|Middlesex,25027|25017,False,0,America/New_York
1436,42.605470000000004,-72.08848,Baldwinville,MA,Massachusetts,1,,3392,134.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1438,42.5618,-72.0317,East Templeton,MA,Massachusetts,1,,711,398.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1440,42.587379999999996,-71.98648,Gardner,MA,Massachusetts,1,,20555,326.9,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1450,42.61368,-71.56142,Groton,MA,Massachusetts,1,,11301,125.4,25017,Middlesex,{'25017': 100},Middlesex,25017,False,0,America/New_York
1451,42.50124,-71.57378,Harvard,MA,Massachusetts,1,,4625,95.8,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1452,42.48379,-72.00514,Hubbardston,MA,Massachusetts,1,,4642,41.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1453,42.51863,-71.76138,Leominster,MA,Massachusetts,1,,41579,554.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1460,42.53501,-71.4891,Littleton,MA,Massachusetts,1,,9935,208.6,25017,Middlesex,{'25017': 100},Middlesex,25017,False,0,America/New_York
1462,42.58968,-71.7199,Lunenburg,MA,Massachusetts,1,,11271,147.4,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1463,42.67127,-71.60426,Pepperell,MA,Massachusetts,1,,12083,196.6,25017,Middlesex,{'25017': 100},Middlesex,25017,False,0,America/New_York
1464,42.57331,-71.64837,Shirley,MA,Massachusetts,1,,7598,185.9,25017,Middlesex,{'25017': 100},Middlesex,25017,False,0,America/New_York
1467,42.48772,-71.61729,Still River,MA,Massachusetts,1,,363,64.6,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1468,42.55208,-72.06894,Templeton,MA,Massachusetts,1,,4024,72.5,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1469,42.66673,-71.69396,Townsend,MA,Massachusetts,1,,7632,115.3,25017,Middlesex,{'25017': 100},Middlesex,25017,False,0,America/New_York
1473,42.55122,-71.90266,Westminster,MA,Massachusetts,1,,7665,79.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1474,42.66784000000001,-71.75220999999998,West Townsend,MA,Massachusetts,1,,1823,82.6,25017,Middlesex,{'25017': 100},Middlesex,25017,False,0,America/New_York
1475,42.66667,-72.04899,Winchendon,MA,Massachusetts,1,,10798,92.5,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1501,42.1972,-71.84534000000002,Auburn,MA,Massachusetts,1,,16549,401.4,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1503,42.38378,-71.63551,Berlin,MA,Massachusetts,1,,3144,85.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1504,42.0399,-71.53121999999998,Blackstone,MA,Massachusetts,1,,9246,313.7,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1505,42.35633,-71.72123,Boylston,MA,Massachusetts,1,,4581,104.7,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1506,42.19365,-72.10441,Brookfield,MA,Massachusetts,1,,3431,84.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1507,42.13509000000001,-71.96803,Charlton,MA,Massachusetts,1,,13482,118.8,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1510,42.4119,-71.68881999999998,Clinton,MA,Massachusetts,1,,13899,929.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1515,42.20328,-72.0467,East Brookfield,MA,Massachusetts,1,,2159,85.4,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1516,42.05284,-71.75092,Douglas,MA,Massachusetts,1,,8794,89.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1518,42.123490000000004,-72.11861,Fiskdale,MA,Massachusetts,1,,3919,129.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1519,42.2011,-71.68019,Grafton,MA,Massachusetts,1,,6741,233.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1520,42.335359999999994,-71.85284,Holden,MA,Massachusetts,1,,15645,298.9,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1521,42.06012,-72.16592,Holland,MA,Massachusetts,1,,2539,78.0,25013,Hampden,{'25013': 100},Hampden,25013,False,0,America/New_York
1522,42.381370000000004,-71.86913,Jefferson,MA,Massachusetts,1,,3176,78.0,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1523,42.47971,-71.67844000000002,Lancaster,MA,Massachusetts,1,,7749,116.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1524,42.24923,-71.91983,Leicester,MA,Massachusetts,1,,6902,161.8,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1525,42.10683,-71.63235999999998,Linwood,MA,Massachusetts,1,,400,249.5,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1527,42.19218,-71.77416,Millbury,MA,Massachusetts,1,,13630,328.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1529,42.03905,-71.57766,Millville,MA,Massachusetts,1,,3242,253.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1531,42.31929,-72.12795,New Braintree,MA,Massachusetts,1,,1298,18.6,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1532,42.32315,-71.64621,Northborough,MA,Massachusetts,1,,14985,295.9,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1534,42.14043,-71.643,Northbridge,MA,Massachusetts,1,,6311,248.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1535,42.2695,-72.07795,North Brookfield,MA,Massachusetts,1,,4764,85.0,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1536,42.23236,-71.69100999999998,North Grafton,MA,Massachusetts,1,,7786,319.0,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1537,42.16157000000001,-71.89148,North Oxford,MA,Massachusetts,1,,2289,124.3,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1540,42.11634,-71.85733,Oxford,MA,Massachusetts,1,,11484,225.4,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1541,42.45649,-71.88128,Princeton,MA,Massachusetts,1,,3443,37.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1542,42.20187,-71.91079,Rochdale,MA,Massachusetts,1,,2314,211.2,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
1543,42.38482,-71.96727,Rutland,MA,Massachusetts,1,,8586,87.7,25027,Worcester,{'25027': 100},Worcester,25027,False,0,America/New_York
